instrument_id,asset_class,sub_asset_class,desk,book,notional,direction,maturity,currency,geography
INS-000224,FX,Commod,IG Credit,BOOK-008,8797676.782304531,-1,2027-04-26 09:48:00.258077,CHF,US
INS-000225,Commodities,Macro,Volatility Trading,BOOK-085,11902202.850080758,-1,2027-06-06 09:48:00.258077,AUD,LATAM
INS-000226,FX,Commod,EM Rates,BOOK-015,8805818.857136494,-1,2035-11-07 09:48:00.258077,GBP,LATAM
INS-000227,Commodities,Macro,Rates Macro,BOOK-080,12411588.799707718,-1,2035-10-25 09:48:00.258077,EUR,US
INS-000228,Credit,Options,EM Credit,BOOK-091,9752697.10059414,-1,2033-04-12 09:48:00.258077,CNY,EMEA
INS-000229,Credit,Flow,Cross-Asset Vol,BOOK-049,2985624.6855793432,-1,2026-12-04 09:48:00.258077,CHF,APAC
INS-000230,FX,Credit,EM Rates,BOOK-089,14027756.695969604,-1,2031-03-11 09:48:00.258077,EUR,US
INS-000231,Equities,Credit,Structured Solutions,BOOK-043,6064139.728806953,1,2035-08-06 09:48:00.258077,GBP,US
INS-000232,Volatility,Commod,Prime Finance,BOOK-096,11238860.038004339,-1,2027-02-25 09:48:00.258077,GBP,LATAM
INS-000233,Rates,Options,Commodities,BOOK-024,7566983.607798596,-1,2034-01-22 09:48:00.258077,EUR,US
INS-000234,Commodities,Commod,IG Credit,BOOK-043,10152725.64400645,-1,2026-05-17 09:48:00.258077,JPY,APAC
INS-000235,Equities,Flow,IG Credit,BOOK-039,5778802.722835515,-1,2034-03-01 09:48:00.258077,AUD,LATAM
INS-000236,Commodities,Flow,EM FX,BOOK-079,9064361.35772397,1,2031-08-05 09:48:00.258077,CAD,APAC
INS-000237,Credit,Flow,Municipal,BOOK-005,6867023.636513987,1,2034-12-30 09:48:00.258077,CNY,EMEA
INS-000238,Equities,Options,IG Credit,BOOK-083,11447507.778974721,-1,2030-04-19 09:48:00.258077,AUD,US
INS-000239,FX,Credit,Cash Equities,BOOK-003,8596670.418542523,-1,2033-12-23 09:48:00.258077,GBP,APAC
INS-000240,Credit,Commod,XVA,BOOK-032,9839856.603253916,-1,2034-07-19 09:48:00.258077,USD,EMEA
INS-000241,Rates,Flow,Volatility Trading,BOOK-060,2089807.8213173244,-1,2029-06-01 09:48:00.258077,EUR,LATAM
INS-000242,Credit,Flow,EM Rates,BOOK-015,7286068.300528437,-1,2032-07-24 09:48:00.258077,AUD,APAC
INS-000243,Rates,Commod,Equity Derivatives,BOOK-050,8526379.08764574,1,2030-10-06 09:48:00.258077,GBP,US
INS-000244,Credit,Options,Cash Equities,BOOK-100,8059037.266099268,1,2030-06-23 09:48:00.258077,CAD,EMEA
INS-000245,Credit,Flow,Prime Finance,BOOK-083,9902893.034294626,-1,2034-02-14 09:48:00.258077,JPY,APAC
INS-000246,Rates,Commod,Commodities,BOOK-004,6585239.387156364,1,2028-06-08 09:48:00.258077,CNY,APAC
INS-000247,Commodities,Options,G10 FX,BOOK-060,7621967.762586577,1,2027-05-20 09:48:00.258077,CHF,APAC
INS-000248,Equities,Commod,Municipal,BOOK-060,10453066.91103748,-1,2030-12-16 09:48:00.258077,CNY,US
INS-000249,Commodities,Commod,HY Credit,BOOK-007,1803277.4913866078,-1,2034-05-04 09:48:00.258077,GBP,US
INS-000250,Rates,Commod,FX Options,BOOK-066,8973376.254095852,1,2027-10-24 09:48:00.258077,AUD,US
INS-000251,FX,Options,IG Credit,BOOK-053,6665287.935016117,1,2029-07-26 09:48:00.258077,CHF,APAC
INS-000252,Equities,Credit,Structured Solutions,BOOK-069,5219204.688615946,1,2032-10-21 09:48:00.258077,EUR,US
INS-000253,FX,Commod,Securitized Products,BOOK-030,8341360.56068995,1,2030-12-03 09:48:00.258077,EUR,LATAM
INS-000254,FX,Flow,EM Credit,BOOK-026,10568628.242021639,-1,2032-03-13 09:48:00.258077,GBP,EMEA
INS-000255,Credit,Macro,EM FX,BOOK-074,10097859.578710452,1,2031-06-06 09:48:00.258077,EUR,EMEA
INS-000256,Rates,Flow,FX Options,BOOK-073,7162217.422733429,-1,2034-03-23 09:48:00.258077,CNY,US
INS-000257,Commodities,Credit,Cross-Asset Vol,BOOK-017,9689352.409402372,1,2034-11-14 09:48:00.258077,EUR,EMEA
INS-000258,Rates,Options,FX Options,BOOK-022,9670169.74611461,-1,2030-08-26 09:48:00.258077,CHF,LATAM
INS-000259,FX,Macro,G10 FX,BOOK-059,7281571.823767083,1,2030-06-22 09:48:00.258077,CHF,US
INS-000260,Credit,Options,EM FX,BOOK-083,5767298.62002948,-1,2028-12-15 09:48:00.258077,CHF,APAC
INS-000261,Commodities,Macro,EM FX,BOOK-021,5911914.922194175,-1,2030-08-05 09:48:00.258077,CAD,US
INS-000262,FX,Options,G10 FX,BOOK-022,9594633.372170342,1,2034-06-26 09:48:00.258077,CNY,US
INS-000263,FX,Options,Securitized Products,BOOK-081,7394632.965718273,1,2031-03-02 09:48:00.258077,CNY,APAC
INS-000264,Volatility,Credit,XVA,BOOK-070,4884544.450673529,1,2033-01-16 09:48:00.258077,AUD,APAC
INS-000265,Volatility,Options,Volatility Trading,BOOK-091,3287842.911227188,1,2030-05-05 09:48:00.258077,JPY,APAC
INS-000266,Credit,Options,EM Rates,BOOK-079,9579578.630240949,-1,2033-03-14 09:48:00.258077,CAD,US
INS-000267,Equities,Credit,Securitized Products,BOOK-096,6133053.94433944,-1,2033-04-04 09:48:00.258077,EUR,US
INS-000268,Equities,Credit,HY Credit,BOOK-019,8325969.389139954,1,2031-06-06 09:48:00.258077,CNY,EMEA
INS-000269,Credit,Commod,Commodities,BOOK-028,10599267.267672809,1,2035-06-16 09:48:00.258077,EUR,US
INS-000270,Credit,Flow,EM Rates,BOOK-024,4227688.807866287,-1,2034-11-17 09:48:00.258077,USD,LATAM
INS-000271,FX,Options,Cash Equities,BOOK-006,7387156.548717888,-1,2027-10-07 09:48:00.258077,AUD,EMEA
INS-000272,Rates,Flow,Rates Exotics,BOOK-078,7073264.634452825,-1,2028-06-14 09:48:00.258077,AUD,APAC
INS-000273,Rates,Options,Structured Solutions,BOOK-067,8449357.1890699,-1,2035-08-29 09:48:00.258077,EUR,US
INS-000274,Volatility,Macro,Municipal,BOOK-009,10597899.996051086,-1,2030-03-06 09:48:00.258077,CNY,APAC
INS-000275,Equities,Options,Rates Exotics,BOOK-020,4176370.4633439803,-1,2029-04-09 09:48:00.258077,USD,US
INS-000276,Equities,Macro,Equity Derivatives,BOOK-020,8924494.871764418,-1,2034-02-01 09:48:00.258077,USD,EMEA
INS-000277,Equities,Options,Equity Derivatives,BOOK-041,10078809.437484253,1,2032-02-29 09:48:00.258077,CNY,EMEA
INS-000278,Commodities,Commod,Municipal,BOOK-046,7034057.3401080435,-1,2027-07-07 09:48:00.258077,EUR,US
INS-000279,Rates,Commod,Volatility Trading,BOOK-029,7156382.517767191,1,2027-02-08 09:48:00.258077,EUR,US
INS-000280,Rates,Options,Structured Solutions,BOOK-094,8546123.422462305,-1,2034-03-16 09:48:00.258077,AUD,LATAM
INS-000281,FX,Macro,FX Options,BOOK-022,8362042.69472447,-1,2033-10-10 09:48:00.258077,CHF,EMEA
INS-000282,Equities,Flow,Cash Equities,BOOK-057,8955881.518417807,1,2029-09-09 09:48:00.258077,CHF,APAC
INS-000283,Commodities,Macro,Prime Finance,BOOK-044,8903201.316003041,1,2034-09-29 09:48:00.258077,CNY,APAC
INS-000284,Equities,Credit,Rates Macro,BOOK-039,5045069.235960872,1,2027-06-10 09:48:00.258077,USD,APAC
INS-000285,Equities,Commod,G10 FX,BOOK-083,9975666.244262358,-1,2034-10-22 09:48:00.258077,CNY,APAC
INS-000286,Volatility,Options,Municipal,BOOK-098,10416957.905475596,1,2026-12-24 09:48:00.258077,GBP,LATAM
INS-000287,Rates,Macro,FX Options,BOOK-001,7965207.234225745,1,2032-07-01 09:48:00.258077,CHF,APAC
INS-000288,Credit,Macro,EM FX,BOOK-047,3764611.733625833,-1,2034-07-20 09:48:00.258077,GBP,EMEA
INS-000289,Credit,Commod,Commodities,BOOK-012,7213135.734999774,-1,2032-05-01 09:48:00.258077,GBP,EMEA
INS-000290,Equities,Flow,Rates Macro,BOOK-044,7986014.692351421,1,2033-11-29 09:48:00.258077,GBP,LATAM
INS-000291,Commodities,Macro,FX Options,BOOK-062,4638499.405532957,1,2029-08-08 09:48:00.258077,CHF,EMEA
INS-000292,FX,Macro,Securitized Products,BOOK-042,6599654.841057466,-1,2029-01-18 09:48:00.258077,CNY,APAC
INS-000293,Volatility,Flow,Cash Equities,BOOK-031,3976576.5311036455,-1,2028-10-30 09:48:00.258077,USD,LATAM
INS-000294,FX,Credit,IG Credit,BOOK-032,9018230.56246611,-1,2027-05-08 09:48:00.258077,CAD,US
INS-000295,Credit,Commod,Equity Derivatives,BOOK-030,7914888.287255128,1,2028-12-10 09:48:00.258077,AUD,US
INS-000296,Credit,Flow,HY Credit,BOOK-033,3385542.087964389,1,2028-08-23 09:48:00.258077,CAD,US
INS-000297,Volatility,Credit,Cash Equities,BOOK-038,8378662.153954951,1,2033-09-11 09:48:00.258077,CNY,US
INS-000298,Equities,Macro,Equity Derivatives,BOOK-069,7358727.631524272,-1,2028-04-22 09:48:00.258077,USD,APAC
INS-000299,FX,Macro,Commodities,BOOK-010,8791035.706886012,1,2027-11-03 09:48:00.258077,GBP,APAC
INS-000300,Rates,Macro,EM Credit,BOOK-005,6521168.91561143,1,2033-06-17 09:48:00.258077,JPY,EMEA
INS-000301,Equities,Commod,Securitized Products,BOOK-052,5496301.49814244,1,2031-07-12 09:48:00.258077,CHF,US
INS-000302,Commodities,Options,Cash Equities,BOOK-069,5572888.433855483,1,2028-05-01 09:48:00.258077,GBP,APAC
INS-000303,Rates,Commod,Cross-Asset Vol,BOOK-026,6154574.458628988,-1,2033-03-11 09:48:00.258077,GBP,US
INS-000304,Volatility,Macro,EM FX,BOOK-021,7547062.741452618,1,2028-05-03 09:48:00.258077,AUD,APAC
INS-000305,Credit,Macro,Cross-Asset Vol,BOOK-063,7869896.16356198,-1,2033-12-24 09:48:00.258077,EUR,LATAM
INS-000306,Rates,Commod,Cash Equities,BOOK-039,7023200.305479743,1,2026-07-07 09:48:00.258077,CNY,EMEA
INS-000307,FX,Macro,Structured Solutions,BOOK-074,6441701.127508702,1,2032-01-17 09:48:00.258077,USD,EMEA
INS-000308,Credit,Macro,EM FX,BOOK-015,6621491.829986296,-1,2032-02-10 09:48:00.258077,JPY,APAC
INS-000309,FX,Options,Securitized Products,BOOK-013,13769311.963767333,-1,2029-11-21 09:48:00.258077,CHF,US
INS-000310,Rates,Credit,IG Credit,BOOK-056,5573187.121254479,-1,2033-01-09 09:48:00.258077,CNY,APAC
INS-000311,Credit,Flow,EM Credit,BOOK-040,6105069.978634519,1,2029-12-16 09:48:00.258077,AUD,EMEA
INS-000312,Commodities,Options,Rates Exotics,BOOK-073,15734635.270920372,-1,2032-09-02 09:48:00.258077,USD,EMEA
INS-000313,Rates,Credit,Volatility Trading,BOOK-051,8552533.256151382,1,2028-05-30 09:48:00.258077,CAD,US
INS-000314,FX,Options,EM FX,BOOK-036,4050048.335240761,-1,2031-10-31 09:48:00.258077,GBP,LATAM
INS-000315,FX,Flow,EM Credit,BOOK-016,9606718.009943157,1,2033-09-09 09:48:00.258077,AUD,EMEA
INS-000316,Credit,Macro,HY Credit,BOOK-017,5224902.776997131,-1,2035-10-09 09:48:00.258077,AUD,US
INS-000317,Commodities,Options,FX Options,BOOK-076,9772653.769512743,1,2029-10-07 09:48:00.258077,EUR,LATAM
INS-000318,Commodities,Commod,EM Credit,BOOK-023,6972594.301573296,-1,2030-11-18 09:48:00.258077,GBP,LATAM
INS-000319,Volatility,Credit,Structured Solutions,BOOK-051,6400510.376276482,1,2030-12-01 09:48:00.258077,AUD,APAC
INS-000320,Commodities,Commod,Rates Exotics,BOOK-082,11522912.422068957,-1,2034-09-20 09:48:00.258077,CNY,US
INS-000321,FX,Macro,Equity Derivatives,BOOK-090,8916003.381648112,-1,2035-09-26 09:48:00.258077,CHF,LATAM
INS-000322,Rates,Macro,Equity Derivatives,BOOK-027,9932473.593623018,1,2032-08-06 09:48:00.258077,EUR,US
INS-000323,Credit,Options,Cross-Asset Vol,BOOK-011,8587299.198799865,1,2034-05-06 09:48:00.258077,JPY,US
INS-000324,Volatility,Macro,Cross-Asset Vol,BOOK-078,6388888.690517254,-1,2027-01-11 09:48:00.258077,AUD,APAC
INS-000325,Volatility,Options,Volatility Trading,BOOK-069,9028386.05064552,-1,2033-09-20 09:48:00.258077,CHF,EMEA
INS-000326,FX,Commod,EM Credit,BOOK-034,10523038.481711151,-1,2034-03-23 09:48:00.258077,EUR,US
INS-000327,FX,Flow,Equity Derivatives,BOOK-060,7836845.108793884,-1,2033-04-12 09:48:00.258077,GBP,APAC
INS-000328,Rates,Options,FX Options,BOOK-019,12004106.510866266,1,2031-12-27 09:48:00.258077,EUR,EMEA
INS-000329,Rates,Credit,HY Credit,BOOK-071,9626218.008004772,1,2035-02-10 09:48:00.258077,JPY,LATAM
INS-000330,Credit,Macro,Equity Derivatives,BOOK-073,8029956.374429029,1,2032-09-02 09:48:00.258077,JPY,US
INS-000331,Credit,Commod,Equity Derivatives,BOOK-030,8128716.327544545,1,2034-08-01 09:48:00.258077,CHF,LATAM
INS-000332,Equities,Flow,HY Credit,BOOK-047,7843092.822419062,1,2027-12-25 09:48:00.258077,CNY,APAC
INS-000333,FX,Commod,IG Credit,BOOK-034,4371903.036012521,-1,2032-10-15 09:48:00.258077,CAD,US
INS-000334,Commodities,Credit,Equity Derivatives,BOOK-004,7274819.510478487,1,2030-07-13 09:48:00.258077,CHF,APAC
INS-000335,Equities,Macro,IG Credit,BOOK-013,8052966.213352918,1,2034-10-20 09:48:00.258077,GBP,LATAM
INS-000336,Commodities,Credit,G10 FX,BOOK-096,6459787.1968336785,-1,2034-12-03 09:48:00.258077,CAD,US
INS-000337,Volatility,Macro,XVA,BOOK-046,8344192.546761737,-1,2034-07-24 09:48:00.258077,CNY,LATAM
INS-000338,FX,Options,HY Credit,BOOK-015,7553268.725887778,1,2028-04-30 09:48:00.258077,USD,EMEA
INS-000339,FX,Commod,G10 FX,BOOK-005,9434229.72774692,-1,2031-01-28 09:48:00.258077,GBP,LATAM
INS-000340,Volatility,Commod,Structured Solutions,BOOK-036,9157780.952664327,-1,2026-03-13 09:48:00.258077,USD,US
INS-000341,Credit,Commod,EM Credit,BOOK-099,7917883.218962103,-1,2035-11-27 09:48:00.258077,EUR,APAC
INS-000342,FX,Options,IG Credit,BOOK-039,4081967.771745004,-1,2028-09-30 09:48:00.258077,USD,LATAM
INS-000343,Credit,Options,EM Credit,BOOK-100,11976806.846702926,-1,2032-05-20 09:48:00.258077,CHF,EMEA
INS-000344,Credit,Flow,EM Rates,BOOK-049,7145272.503572142,1,2031-01-10 09:48:00.258077,AUD,US
INS-000345,Volatility,Commod,Securitized Products,BOOK-077,7297783.86576217,-1,2035-02-28 09:48:00.258077,CNY,EMEA
INS-000346,FX,Options,Cash Equities,BOOK-079,6643697.878251531,-1,2034-05-03 09:48:00.258077,EUR,APAC
INS-000347,Volatility,Credit,Rates Macro,BOOK-003,6278970.859836158,-1,2033-11-23 09:48:00.258077,CAD,APAC
INS-000348,Volatility,Flow,IG Credit,BOOK-001,11360145.12000131,-1,2032-07-27 09:48:00.258077,GBP,EMEA
INS-000349,FX,Credit,Cross-Asset Vol,BOOK-093,10965110.8009652,-1,2027-05-19 09:48:00.258077,GBP,LATAM
INS-000350,Rates,Flow,Municipal,BOOK-094,8610983.508944176,-1,2035-04-22 09:48:00.258077,CHF,APAC
INS-000351,Credit,Credit,Securitized Products,BOOK-014,7231249.613923186,1,2026-10-25 09:48:00.258077,CAD,APAC
INS-000352,Rates,Macro,EM Credit,BOOK-065,9047794.962534383,1,2030-09-17 09:48:00.258077,CHF,LATAM
INS-000353,FX,Macro,HY Credit,BOOK-093,7684492.454423432,1,2029-12-15 09:48:00.258077,USD,LATAM
INS-000354,Equities,Flow,IG Credit,BOOK-096,7024442.704192253,-1,2030-01-25 09:48:00.258077,JPY,EMEA
INS-000355,Volatility,Options,Cross-Asset Vol,BOOK-030,8345264.803765825,-1,2035-11-18 09:48:00.258077,GBP,EMEA
INS-000356,Volatility,Credit,Structured Solutions,BOOK-082,6397105.632636388,1,2028-06-27 09:48:00.258077,USD,APAC
INS-000357,Rates,Flow,Cash Equities,BOOK-065,8130660.660008581,1,2031-12-11 09:48:00.258077,USD,APAC
INS-000358,Volatility,Macro,Cash Equities,BOOK-093,8010552.314054089,1,2028-05-10 09:48:00.258077,JPY,EMEA
INS-000359,Rates,Flow,EM Credit,BOOK-015,9007340.05314481,1,2035-03-25 09:48:00.258077,USD,APAC
INS-000360,Commodities,Options,Rates Exotics,BOOK-061,5952157.606310978,1,2033-06-28 09:48:00.258077,CAD,APAC
INS-000361,Volatility,Options,Rates Exotics,BOOK-003,9275340.882191353,1,2030-04-22 09:48:00.258077,USD,LATAM
INS-000362,Volatility,Credit,Securitized Products,BOOK-036,5234221.267623737,1,2026-12-28 09:48:00.258077,EUR,EMEA
INS-000363,FX,Flow,Rates Macro,BOOK-002,6068583.370946904,-1,2027-09-16 09:48:00.258077,CNY,LATAM
INS-000364,Volatility,Credit,EM FX,BOOK-045,6177687.35213564,-1,2028-08-07 09:48:00.258077,CAD,US
INS-000365,Rates,Credit,XVA,BOOK-082,4819870.569065805,-1,2030-03-22 09:48:00.258077,CHF,LATAM
INS-000366,Credit,Credit,Commodities,BOOK-066,10039155.708464157,1,2034-12-22 09:48:00.258077,USD,US
INS-000367,Equities,Options,Prime Finance,BOOK-032,5077368.809525507,-1,2027-05-19 09:48:00.258077,USD,LATAM
INS-000368,FX,Commod,Volatility Trading,BOOK-043,5752709.1564833205,-1,2031-11-30 09:48:00.258077,CNY,US
INS-000369,Rates,Flow,Rates Exotics,BOOK-037,10638519.276216606,-1,2029-08-21 09:48:00.258077,AUD,LATAM
INS-000370,Commodities,Credit,EM FX,BOOK-074,6073543.245365874,1,2026-08-28 09:48:00.258077,CNY,LATAM
INS-000371,Equities,Macro,Securitized Products,BOOK-027,7029643.287154758,-1,2032-05-01 09:48:00.258077,AUD,LATAM
INS-000372,Credit,Macro,Rates Exotics,BOOK-010,4969927.497708661,-1,2033-03-05 09:48:00.258077,USD,LATAM
INS-000373,Equities,Commod,EM Rates,BOOK-051,9582378.019056711,-1,2035-09-15 09:48:00.258077,AUD,EMEA
INS-000374,Equities,Options,IG Credit,BOOK-083,9616840.610477664,1,2031-03-21 09:48:00.258077,JPY,US
INS-000375,Volatility,Credit,HY Credit,BOOK-048,9347364.760308618,-1,2029-06-02 09:48:00.258077,CAD,LATAM
INS-000376,Rates,Credit,XVA,BOOK-021,8843824.57048486,-1,2034-08-31 09:48:00.258077,JPY,APAC
INS-000377,Commodities,Credit,EM Rates,BOOK-005,7683972.777548691,1,2028-08-24 09:48:00.258077,CAD,LATAM
INS-000378,Commodities,Flow,EM Rates,BOOK-095,6189058.332655039,-1,2032-12-16 09:48:00.258077,AUD,APAC
INS-000379,Equities,Macro,IG Credit,BOOK-077,5462576.733334947,-1,2035-07-19 09:48:00.258077,CNY,APAC
INS-000380,FX,Macro,HY Credit,BOOK-016,10724763.816904176,1,2026-03-29 09:48:00.258077,CHF,EMEA
INS-000381,Rates,Commod,Prime Finance,BOOK-008,9412010.679316474,-1,2035-05-14 09:48:00.258077,GBP,EMEA
INS-000382,Volatility,Flow,Rates Macro,BOOK-013,5766739.431998939,-1,2028-03-26 09:48:00.258077,CHF,EMEA
INS-000383,Volatility,Options,Equity Derivatives,BOOK-038,7599579.420557836,1,2030-12-20 09:48:00.258077,JPY,APAC
INS-000384,FX,Options,EM Rates,BOOK-082,6749712.267537467,1,2028-10-01 09:48:00.258077,EUR,APAC
INS-000385,Rates,Macro,EM Rates,BOOK-016,4679473.235735624,-1,2027-08-18 09:48:00.258077,CAD,US
INS-000386,Rates,Options,Rates Exotics,BOOK-082,7944128.441553256,-1,2033-02-26 09:48:00.258077,USD,US
INS-000387,Rates,Macro,Securitized Products,BOOK-001,6461268.339402011,1,2030-12-22 09:48:00.258077,JPY,US
INS-000388,Commodities,Macro,Structured Solutions,BOOK-074,5118658.334260786,-1,2031-03-30 09:48:00.258077,CAD,APAC
INS-000389,Volatility,Macro,Equity Derivatives,BOOK-029,3802168.614645595,1,2030-12-27 09:48:00.258077,CNY,APAC
INS-000390,Rates,Commod,Securitized Products,BOOK-097,3590491.249485822,1,2033-08-08 09:48:00.258077,CHF,US
INS-000391,Commodities,Options,XVA,BOOK-048,6571434.680763401,-1,2035-10-09 09:48:00.258077,CNY,APAC
INS-000392,FX,Commod,Commodities,BOOK-028,7287262.573937711,1,2031-04-12 09:48:00.258077,AUD,US
INS-000393,Equities,Options,Cash Equities,BOOK-025,5311747.974594209,-1,2027-09-27 09:48:00.258077,EUR,LATAM
INS-000394,Credit,Flow,Cash Equities,BOOK-083,9126848.56914307,1,2029-06-10 09:48:00.258077,AUD,APAC
INS-000395,Commodities,Credit,EM Rates,BOOK-041,7336133.645542595,-1,2031-02-10 09:48:00.258077,GBP,APAC
INS-000396,Volatility,Commod,Rates Macro,BOOK-036,8942213.276496625,-1,2027-03-23 09:48:00.258077,CAD,APAC
INS-000397,Rates,Options,Volatility Trading,BOOK-074,7042723.02453073,1,2028-06-19 09:48:00.258077,EUR,EMEA
INS-000398,FX,Macro,Rates Macro,BOOK-054,5532205.9119822355,-1,2028-03-15 09:48:00.258077,CHF,LATAM
INS-000399,FX,Flow,Rates Macro,BOOK-067,7785293.927846535,1,2035-11-03 09:48:00.258077,CAD,APAC
INS-000400,FX,Commod,Commodities,BOOK-045,4343313.719954194,1,2030-03-02 09:48:00.258077,CNY,US
INS-000401,Volatility,Options,Securitized Products,BOOK-007,8848596.30159162,1,2034-11-28 09:48:00.258077,CNY,LATAM
INS-000402,Commodities,Commod,EM Credit,BOOK-001,5157126.983717166,1,2031-08-30 09:48:00.258077,AUD,APAC
INS-000403,FX,Options,Rates Exotics,BOOK-004,9795581.316333622,1,2031-03-19 09:48:00.258077,CHF,EMEA
INS-000404,Volatility,Macro,Equity Derivatives,BOOK-058,6653860.634395213,1,2035-07-01 09:48:00.258077,CNY,LATAM
INS-000405,Equities,Commod,Commodities,BOOK-052,10156333.790774792,-1,2033-01-19 09:48:00.258077,USD,US
INS-000406,Credit,Credit,Structured Solutions,BOOK-075,4693442.028529212,-1,2028-07-27 09:48:00.258077,CNY,APAC
INS-000407,Equities,Credit,XVA,BOOK-090,5805575.748177949,-1,2028-12-26 09:48:00.258077,EUR,APAC
INS-000408,Rates,Commod,Prime Finance,BOOK-018,8452337.367121426,1,2032-10-18 09:48:00.258077,JPY,LATAM
INS-000409,Volatility,Macro,Structured Solutions,BOOK-096,10426242.733566888,1,2026-03-21 09:48:00.258077,CNY,APAC
INS-000410,Rates,Commod,Rates Exotics,BOOK-094,11666522.270787306,1,2027-09-16 09:48:00.258077,CAD,LATAM
INS-000411,FX,Flow,Rates Exotics,BOOK-062,7603415.409202182,-1,2026-12-07 09:48:00.258077,AUD,EMEA
INS-000412,FX,Commod,G10 FX,BOOK-054,12094364.07696689,-1,2033-04-08 09:48:00.258077,CAD,LATAM
INS-000413,FX,Macro,FX Options,BOOK-018,6775838.625436423,1,2030-07-27 09:48:00.258077,CHF,US
INS-000414,Rates,Options,IG Credit,BOOK-018,10246919.055907432,1,2026-04-23 09:48:00.258077,EUR,LATAM
INS-000415,Rates,Credit,Equity Derivatives,BOOK-002,5144547.507601737,1,2033-07-18 09:48:00.258077,CNY,LATAM
INS-000416,Commodities,Macro,FX Options,BOOK-065,8550501.267158136,-1,2032-09-11 09:48:00.258077,CAD,APAC
INS-000417,Volatility,Macro,Municipal,BOOK-044,1645767.397858886,1,2033-04-26 09:48:00.258077,CAD,US
INS-000418,Rates,Commod,Commodities,BOOK-020,4696022.4708671905,1,2027-10-24 09:48:00.258077,JPY,EMEA
INS-000419,FX,Macro,EM Credit,BOOK-014,8666691.995201912,-1,2034-11-13 09:48:00.258077,CNY,US
INS-000420,Credit,Credit,Prime Finance,BOOK-007,4218902.8694986915,1,2027-12-25 09:48:00.258077,JPY,LATAM
INS-000421,Volatility,Commod,Prime Finance,BOOK-065,8567374.02697296,-1,2031-11-08 09:48:00.258077,EUR,EMEA
INS-000422,Commodities,Credit,EM Credit,BOOK-069,9766145.302030908,-1,2031-09-26 09:48:00.258077,EUR,LATAM
INS-000423,Commodities,Options,EM FX,BOOK-064,6246699.518204304,-1,2028-05-12 09:48:00.258077,CAD,LATAM
INS-000424,Credit,Options,Securitized Products,BOOK-012,5077617.610814505,1,2029-11-30 09:48:00.258077,CAD,US
INS-000425,Equities,Credit,XVA,BOOK-005,6314533.460363153,-1,2026-09-17 09:48:00.258077,EUR,LATAM
INS-000426,FX,Options,XVA,BOOK-011,5085469.202039536,1,2030-11-13 09:48:00.258077,CAD,EMEA
INS-000427,Volatility,Options,Structured Solutions,BOOK-076,7246966.104960206,-1,2032-11-27 09:48:00.258077,CNY,US
INS-000428,Commodities,Macro,Securitized Products,BOOK-074,7755226.562220205,-1,2029-04-04 09:48:00.258077,CHF,EMEA
INS-000429,Rates,Credit,EM Credit,BOOK-030,6734974.692257978,-1,2031-07-11 09:48:00.258077,CNY,APAC
INS-000430,Commodities,Credit,EM Credit,BOOK-006,11685898.100467054,-1,2035-08-24 09:48:00.258077,EUR,LATAM
INS-000431,Rates,Credit,Cross-Asset Vol,BOOK-032,5701490.450782562,-1,2028-07-09 09:48:00.258077,JPY,APAC
INS-000432,Commodities,Macro,Municipal,BOOK-081,10978582.94813828,-1,2029-01-28 09:48:00.258077,CHF,US
INS-000433,Commodities,Credit,HY Credit,BOOK-015,4896901.909219716,1,2027-05-21 09:48:00.258077,GBP,EMEA
